,Compound_Name,EPA-ACC_Features,Pearsons_Correlation,Spearsman_Correlation,Pearsons_Correlation_pvalue,Spearsman_Correlation_pvalue
315,Other,PctFrstLoss2003Cat,0.23463623397161787,0.23463623397161787,0.08767264163498967,0.08767264163498967
316,Protein,PctFrstLoss2003Cat,0.08824166246350812,0.08824166246350812,0.5257493734604022,0.5257493734604022
317,Tannin,PctFrstLoss2003Cat,0.16847454521863436,0.16847454521863436,0.2233042221966125,0.2233042221966125
318,UnsatHC,PctFrstLoss2003Cat,0.07423802699971441,0.07423802699971441,0.5936819229154663,0.5936819229154663
319,SumAllCompounds,PctFrstLoss2003Cat,0.09656261441964294,0.09656261441964294,0.4872999355491544,0.4872999355491544
320,AminoSugar,PctFrstLoss2004Cat,0.04460933759596869,0.04460933759596869,0.7487413301316397,0.7487413301316397
321,Carb,PctFrstLoss2004Cat,-0.05620736264988825,-0.05620736264988825,0.6864385857872853,0.6864385857872853
322,ConcHC,PctFrstLoss2004Cat,0.11949339138016193,0.11949339138016193,0.3894381795999805,0.3894381795999805
323,Lignin,PctFrstLoss2004Cat,0.03527603232204717,0.03527603232204717,0.800084258108686,0.800084258108686
324,Lipid,PctFrstLoss2004Cat,0.18923325853681336,0.18923325853681336,0.17054475110774128,0.17054475110774128
325,Other,PctFrstLoss2004Cat,0.2380311937059474,0.2380311937059474,0.0830521082596449,0.0830521082596449
326,Protein,PctFrstLoss2004Cat,0.08305956305531939,0.08305956305531939,0.5504325104612259,0.5504325104612259
327,Tannin,PctFrstLoss2004Cat,0.16495067346732067,0.16495067346732067,0.2332776820750505,0.2332776820750505
328,UnsatHC,PctFrstLoss2004Cat,0.08551100055769889,0.08551100055769889,0.5386871846151701,0.5386871846151701
329,SumAllCompounds,PctFrstLoss2004Cat,0.09759188856092396,0.09759188856092396,0.4826485797455462,0.4826485797455462
330,AminoSugar,PctFrstLoss2005Cat,0.07160121841027123,0.07160121841027123,0.6068961643384798,0.6068961643384798
331,Carb,PctFrstLoss2005Cat,-0.0316174794131312,-0.0316174794131312,0.8204546321443582,0.8204546321443582
332,ConcHC,PctFrstLoss2005Cat,0.13036776299404387,0.13036776299404387,0.3474199394524903,0.3474199394524903
333,Lignin,PctFrstLoss2005Cat,0.049934975091978334,0.049934975091978334,0.7199067967125614,0.7199067967125614
334,Lipid,PctFrstLoss2005Cat,0.1994850952604316,0.1994850952604316,0.1481238360027303,0.1481238360027303
335,Other,PctFrstLoss2005Cat,0.2623886369932793,0.2623886369932793,0.05526705190857485,0.05526705190857485
336,Protein,PctFrstLoss2005Cat,0.10350975685130077,0.10350975685130077,0.45636580713142366,0.45636580713142366
337,Tannin,PctFrstLoss2005Cat,0.2024094013960762,0.2024094013960762,0.14214840087477792,0.14214840087477792
338,UnsatHC,PctFrstLoss2005Cat,0.1298137046947844,0.1298137046947844,0.34949051506617984,0.34949051506617984
339,SumAllCompounds,PctFrstLoss2005Cat,0.12147771491823321,0.12147771491823321,0.38155509284748146,0.38155509284748146
340,AminoSugar,PctFrstLoss2006Cat,0.28567767265914246,0.28567767265914246,0.03625729028152004,0.03625729028152004
341,Carb,PctFrstLoss2006Cat,0.254157276689743,0.254157276689743,0.06366086972252308,0.06366086972252308
342,ConcHC,PctFrstLoss2006Cat,0.15395443089863736,0.15395443089863736,0.26635321715280624,0.26635321715280624
343,Lignin,PctFrstLoss2006Cat,0.2161460904222911,0.2161460904222911,0.11646217069025191,0.11646217069025191
344,Lipid,PctFrstLoss2006Cat,0.18168739006728063,0.18168739006728063,0.18855761079605884,0.18855761079605884
345,Other,PctFrstLoss2006Cat,0.0909970598282486,0.0909970598282486,0.5128526459335414,0.5128526459335414
346,Protein,PctFrstLoss2006Cat,0.2389371686907077,0.2389371686907077,0.0818520386617283,0.0818520386617283
347,Tannin,PctFrstLoss2006Cat,0.30063983526772475,0.30063983526772475,0.027179731038704445,0.027179731038704445
348,UnsatHC,PctFrstLoss2006Cat,0.4645873559818103,0.4645873559818103,0.0004015500109698497,0.0004015500109698497
349,SumAllCompounds,PctFrstLoss2006Cat,0.27472167503099953,0.27472167503099953,0.04438772099422414,0.04438772099422414
350,AminoSugar,PctFrstLoss2007Cat,0.19003488760824772,0.19003488760824772,0.16870740060652023,0.16870740060652023
351,Carb,PctFrstLoss2007Cat,0.1663347409651879,0.1663347409651879,0.22932447341174894,0.22932447341174894
352,ConcHC,PctFrstLoss2007Cat,0.1494110200792492,0.1494110200792492,0.28089164664619976,0.28089164664619976
353,Lignin,PctFrstLoss2007Cat,0.13963057774409574,0.13963057774409574,0.3139318812521579,0.3139318812521579
354,Lipid,PctFrstLoss2007Cat,0.2139151695274628,0.2139151695274628,0.12037366558462731,0.12037366558462731
355,Other,PctFrstLoss2007Cat,0.191820969529512,0.191820969529512,0.1646655991532729,0.1646655991532729
356,Protein,PctFrstLoss2007Cat,0.17140496020115842,0.17140496020115842,0.21523903809552336,0.21523903809552336
357,Tannin,PctFrstLoss2007Cat,0.2477375470775681,0.2477375470775681,0.07089261724331325,0.07089261724331325
358,UnsatHC,PctFrstLoss2007Cat,0.1966647862837428,0.1966647862837428,0.1540613141271383,0.1540613141271383
359,SumAllCompounds,PctFrstLoss2007Cat,0.2046303833949815,0.2046303833949815,0.1377315868829902,0.1377315868829902
360,AminoSugar,PctFrstLoss2008Cat,0.08279678825355712,0.08279678825355712,0.551698740702733,0.551698740702733
361,Carb,PctFrstLoss2008Cat,-0.01280864670725828,-0.01280864670725828,0.9267574102392615,0.9267574102392615
362,ConcHC,PctFrstLoss2008Cat,0.07048479485387195,0.07048479485387195,0.6125292324275153,0.6125292324275153
363,Lignin,PctFrstLoss2008Cat,0.11001990120596095,0.11001990120596095,0.42837880892117824,0.42837880892117824
364,Lipid,PctFrstLoss2008Cat,0.05786799956209385,0.05786799956209385,0.677673691593466,0.677673691593466
365,Other,PctFrstLoss2008Cat,0.17721292279146117,0.17721292279146117,0.19986130508351943,0.19986130508351943
366,Protein,PctFrstLoss2008Cat,0.07451020718578803,0.07451020718578803,0.5923252159766241,0.5923252159766241
367,Tannin,PctFrstLoss2008Cat,0.24629973027285326,0.24629973027285326,0.07259866410922133,0.07259866410922133
368,UnsatHC,PctFrstLoss2008Cat,0.3587517516123201,0.3587517516123201,0.0077239307460727925,0.0077239307460727925
369,SumAllCompounds,PctFrstLoss2008Cat,0.13958483456915086,0.13958483456915086,0.3140920130001076,0.3140920130001076
370,AminoSugar,PctFrstLoss2009Cat,0.09449854974600584,0.09449854974600584,0.4966979228027699,0.4966979228027699
371,Carb,PctFrstLoss2009Cat,-0.018323715045552545,-0.018323715045552545,0.8953706508769077,0.8953706508769077
372,ConcHC,PctFrstLoss2009Cat,0.15273354106915937,0.15273354106915937,0.27020957142025653,0.27020957142025653
373,Lignin,PctFrstLoss2009Cat,0.08231989243334845,0.08231989243334845,0.5540002962713197,0.5540002962713197
374,Lipid,PctFrstLoss2009Cat,0.1698637820140196,0.1698637820140196,0.21945493851816697,0.21945493851816697
375,Other,PctFrstLoss2009Cat,0.2674581857629486,0.2674581857629486,0.050559345713979346,0.050559345713979346
376,Protein,PctFrstLoss2009Cat,0.10935785230281132,0.10935785230281132,0.431179850881392,0.431179850881392
377,Tannin,PctFrstLoss2009Cat,0.25208030897061234,0.25208030897061234,0.06593276109830642,0.06593276109830642
378,UnsatHC,PctFrstLoss2009Cat,0.20888981307864693,0.20888981307864693,0.12954953337672298,0.12954953337672298
379,SumAllCompounds,PctFrstLoss2009Cat,0.15341986926383902,0.15341986926383902,0.26803715670412903,0.26803715670412903
380,AminoSugar,PctFrstLoss2010Cat,0.11097200753510565,0.11097200753510565,0.4243686486327927,0.4243686486327927
381,Carb,PctFrstLoss2010Cat,0.037772648741130115,0.037772648741130115,0.7862579332604187,0.7862579332604187
382,ConcHC,PctFrstLoss2010Cat,0.16600396532527337,0.16600396532527337,0.23026500718440493,0.23026500718440493
383,Lignin,PctFrstLoss2010Cat,0.0689893221094359,0.0689893221094359,0.6201097680869063,0.6201097680869063
384,Lipid,PctFrstLoss2010Cat,0.2528994600857175,0.2528994600857175,0.06502910760416247,0.06502910760416247
385,Other,PctFrstLoss2010Cat,0.26177308579527403,0.26177308579527403,0.055862053197555835,0.055862053197555835
386,Protein,PctFrstLoss2010Cat,0.14699002591182,0.14699002591182,0.2888482152029114,0.2888482152029114
387,Tannin,PctFrstLoss2010Cat,0.19444719088837542,0.19444719088837542,0.15885184867632937,0.15885184867632937
388,UnsatHC,PctFrstLoss2010Cat,0.14133096260235986,0.14133096260235986,0.3080163989610658,0.3080163989610658
389,SumAllCompounds,PctFrstLoss2010Cat,0.15087250233711327,0.15087250233711327,0.2761591075474445,0.2761591075474445
390,AminoSugar,PctFrstLoss2011Cat,0.25196111411027056,0.25196111411027056,0.06606508509489825,0.06606508509489825
391,Carb,PctFrstLoss2011Cat,0.1528402670763113,0.1528402670763113,0.26987098734110415,0.26987098734110415
392,ConcHC,PctFrstLoss2011Cat,0.05675838966745574,0.05675838966745574,0.683525637410987,0.683525637410987
393,Lignin,PctFrstLoss2011Cat,0.1752145654304222,0.1752145654304222,0.20506185012863615,0.20506185012863615
394,Lipid,PctFrstLoss2011Cat,0.14963475906800203,0.14963475906800203,0.28016369604428454,0.28016369604428454
395,Other,PctFrstLoss2011Cat,0.09035614397816241,0.09035614397816241,0.5158381231342328,0.5158381231342328
396,Protein,PctFrstLoss2011Cat,0.20146613285146925,0.20146613285146925,0.14405587497641664,0.14405587497641664
397,Tannin,PctFrstLoss2011Cat,0.19625102958561644,0.19625102958561644,0.15494694040047055,0.15494694040047055
398,UnsatHC,PctFrstLoss2011Cat,0.1390314917126083,0.1390314917126083,0.3160332140975629,0.3160332140975629
399,SumAllCompounds,PctFrstLoss2011Cat,0.19884086349451355,0.19884086349451355,0.1494649178082624,0.1494649178082624
400,AminoSugar,PctFrstLoss2012Cat,0.0823828161258828,0.0823828161258828,0.5536963579728065,0.5536963579728065
401,Carb,PctFrstLoss2012Cat,0.03740561158189931,0.03740561158189931,0.7882866067327536,0.7882866067327536
402,ConcHC,PctFrstLoss2012Cat,0.08023504838767039,0.08023504838767039,0.5641152244455191,0.5641152244455191
403,Lignin,PctFrstLoss2012Cat,0.019448909001924145,0.019448909001924145,0.8889849769439073,0.8889849769439073
404,Lipid,PctFrstLoss2012Cat,0.059060060419463045,0.059060060419463045,0.671407888234762,0.671407888234762
405,Other,PctFrstLoss2012Cat,-0.12331720365768144,-0.12331720365768144,0.37433298661301695,0.37433298661301695
406,Protein,PctFrstLoss2012Cat,0.05448840970357029,0.05448840970357029,0.6955545842502517,0.6955545842502517
407,Tannin,PctFrstLoss2012Cat,0.09832770106322028,0.09832770106322028,0.47933780893780287,0.47933780893780287
408,UnsatHC,PctFrstLoss2012Cat,0.19382372137474732,0.19382372137474732,0.1602181940699482,0.1602181940699482
409,SumAllCompounds,PctFrstLoss2012Cat,0.06407333259972382,0.06407333259972382,0.6453028722328303,0.6453028722328303
410,AminoSugar,PctFrstLoss2013Cat,-0.088378255454029,-0.088378255454029,0.5251062747136218,0.5251062747136218
411,Carb,PctFrstLoss2013Cat,-0.06960735463481368,-0.06960735463481368,0.616972154165845,0.616972154165845
412,ConcHC,PctFrstLoss2013Cat,-0.07023302270363772,-0.07023302270363772,0.6138026770113982,0.6138026770113982
413,Lignin,PctFrstLoss2013Cat,-0.024441462651945425,-0.024441462651945425,0.8607410852076682,0.8607410852076682
414,Lipid,PctFrstLoss2013Cat,-0.06320027369666534,-0.06320027369666534,0.6498197588536221,0.6498197588536221
415,Other,PctFrstLoss2013Cat,0.022622543274230838,0.022622543274230838,0.8710129774882258,0.8710129774882258
416,Protein,PctFrstLoss2013Cat,-0.07239416407127974,-0.07239416407127974,0.602908950080354,0.602908950080354
417,Tannin,PctFrstLoss2013Cat,-0.03487206495357309,-0.03487206495357309,0.8023272888482198,0.8023272888482198
418,UnsatHC,PctFrstLoss2013Cat,-0.010614905668037857,-0.010614905668037857,0.9392757167648276,0.9392757167648276
419,SumAllCompounds,PctFrstLoss2013Cat,-0.055593521635994465,-0.055593521635994465,0.6896889248639111,0.6896889248639111
420,AminoSugar,Al2O3Cat,-0.30151272946233737,-0.30151272946233737,0.0267150747262511,0.0267150747262511
421,Carb,Al2O3Cat,-0.31599265869417453,-0.31599265869417453,0.01992700433001765,0.01992700433001765
422,ConcHC,Al2O3Cat,0.1268654550557558,0.1268654550557558,0.3606359061854817,0.3606359061854817
423,Lignin,Al2O3Cat,-0.17790121688620514,-0.17790121688620514,0.19809192311085075,0.19809192311085075
424,Lipid,Al2O3Cat,-0.35136147138145474,-0.35136147138145474,0.009182159061689843,0.009182159061689843
425,Other,Al2O3Cat,-0.21739569197680447,-0.21739569197680447,0.11431400254740123,0.11431400254740123
426,Protein,Al2O3Cat,-0.39712622064955716,-0.39712622064955716,0.0029460421288574814,0.0029460421288574814
427,Tannin,Al2O3Cat,0.27759750738877287,0.27759750738877287,0.042121319750644155,0.042121319750644155
428,UnsatHC,Al2O3Cat,0.05180158319158813,0.05180158319158813,0.7098889688941075,0.7098889688941075
429,SumAllCompounds,Al2O3Cat,-0.12370157247017254,-0.12370157247017254,0.37283433261392784,0.37283433261392784
430,AminoSugar,CaOCat,0.20277760921601376,0.20277760921601376,0.14140894439920781,0.14140894439920781
431,Carb,CaOCat,0.2593891040412529,0.2593891040412529,0.05821549847995685,0.05821549847995685
432,ConcHC,CaOCat,-0.1753272110926022,-0.1753272110926022,0.2047661844091332,0.2047661844091332
433,Lignin,CaOCat,0.06742477166512975,0.06742477166512975,0.6280826119720755,0.6280826119720755
434,Lipid,CaOCat,0.2782201856614063,0.2782201856614063,0.04164333252325576,0.04164333252325576
435,Other,CaOCat,0.11977991736579138,0.11977991736579138,0.3882939994715974,0.3882939994715974
436,Protein,CaOCat,0.28584350132798014,0.28584350132798014,0.03614441167812667,0.03614441167812667
437,Tannin,CaOCat,-0.31139468806164167,-0.31139468806164167,0.02190312196089593,0.02190312196089593
438,UnsatHC,CaOCat,-0.0282619684842373,-0.0282619684842373,0.8392420045680349,0.8392420045680349
439,SumAllCompounds,CaOCat,0.024241194574259963,0.024241194574259963,0.86187096100281,0.86187096100281
440,AminoSugar,Fe2O3Cat,-0.07438392660201908,-0.07438392660201908,0.5929545013395294,0.5929545013395294
441,Carb,Fe2O3Cat,-0.11595311159111851,-0.11595311159111851,0.40373915756361517,0.40373915756361517
442,ConcHC,Fe2O3Cat,0.006897001053535239,0.006897001053535239,0.9605231884665285,0.9605231884665285
443,Lignin,Fe2O3Cat,-0.02311900046557743,-0.02311900046557743,0.8682071896655665,0.8682071896655665
444,Lipid,Fe2O3Cat,-0.1051525448976229,-0.1051525448976229,0.4492108984055331,0.4492108984055331
445,Other,Fe2O3Cat,-0.09563354992448281,-0.09563354992448281,0.4915185271007235,0.4915185271007235
446,Protein,Fe2O3Cat,-0.1107070041574427,-0.1107070041574427,0.425482666532645,0.425482666532645
447,Tannin,Fe2O3Cat,0.0850292114634841,0.0850292114634841,0.5409858648179905,0.5409858648179905
448,UnsatHC,Fe2O3Cat,-0.04950541558267069,-0.04950541558267069,0.7222188796346363,0.7222188796346363
449,SumAllCompounds,Fe2O3Cat,-0.027624336922857765,-0.027624336922857765,0.8428224940671257,0.8428224940671257
450,AminoSugar,K2OCat,-0.11459786245739097,-0.11459786245739097,0.4092934389880232,0.4092934389880232
451,Carb,K2OCat,-0.15590299150382414,-0.15590299150382414,0.260274924866246,0.260274924866246
452,ConcHC,K2OCat,0.30129139332222427,0.30129139332222427,0.02683226084695187,0.02683226084695187
453,Lignin,K2OCat,0.074053989156977,0.074053989156977,0.5946000579804523,0.5946000579804523
454,Lipid,K2OCat,-0.23984453205892087,-0.23984453205892087,0.08066385810138697,0.08066385810138697
455,Other,K2OCat,-0.16052153358195625,-0.16052153358195625,0.2462425152715195,0.2462425152715195
456,Protein,K2OCat,-0.19836260955014692,-0.19836260955014692,0.15046628917149707,0.15046628917149707
457,Tannin,K2OCat,0.4218914788427056,0.4218914788427056,0.0014856192462893375,0.0014856192462893375
458,UnsatHC,K2OCat,0.28175728335196204,0.28175728335196204,0.03901200565710368,0.03901200565710368
459,SumAllCompounds,K2OCat,0.11683224506978492,0.11683224506978492,0.4001597131687872,0.4001597131687872
460,AminoSugar,MgOCat,0.016569091984328852,0.016569091984328852,0.9053414452698763,0.9053414452698763
461,Carb,MgOCat,0.0570946713963526,0.0570946713963526,0.6817501595266556,0.6817501595266556
462,ConcHC,MgOCat,-0.33591848913686334,-0.33591848913686334,0.013015142619957199,0.013015142619957199
463,Lignin,MgOCat,-0.09857167663980833,-0.09857167663980833,0.4782427091966359,0.4782427091966359
464,Lipid,MgOCat,0.10378778480531586,0.10378778480531586,0.4551505451954885,0.4551505451954885
465,Other,MgOCat,0.23616180249612656,0.23616180249612656,0.08557204698324837,0.08557204698324837
466,Protein,MgOCat,0.08894447965729409,0.08894447965729409,0.5224445878022793,0.5224445878022793
467,Tannin,MgOCat,-0.429416919793272,-0.429416919793272,0.0011940922315368352,0.0011940922315368352
468,UnsatHC,MgOCat,-0.04980981058827633,-0.04980981058827633,0.7205802328270018,0.7205802328270018
469,SumAllCompounds,MgOCat,-0.16884002529209996,-0.16884002529209996,0.22228703868165695,0.22228703868165695
470,AminoSugar,Na2OCat,-0.33990333100697173,-0.33990333100697173,0.0119137560075466,0.0119137560075466
471,Carb,Na2OCat,-0.27680743725476276,-0.27680743725476276,0.04273427900833947,0.04273427900833947
472,ConcHC,Na2OCat,-0.010771193078851899,-0.010771193078851899,0.9383833644262141,0.9383833644262141
473,Lignin,Na2OCat,-0.25786468194090884,-0.25786468194090884,0.05976185818144131,0.05976185818144131
474,Lipid,Na2OCat,-0.3917997764949016,-0.3917997764949016,0.003390900478171482,0.003390900478171482
475,Other,Na2OCat,-0.21724764483621187,-0.21724764483621187,0.11456691518934468,0.11456691518934468
476,Protein,Na2OCat,-0.4206510411397116,-0.4206510411397116,0.0015393527685943513,0.0015393527685943513
477,Tannin,Na2OCat,0.11552677336719606,0.11552677336719606,0.4054816979114191,0.4054816979114191
478,UnsatHC,Na2OCat,0.06527712059347796,0.06527712059347796,0.639095718251387,0.639095718251387
479,SumAllCompounds,Na2OCat,-0.22542630856373094,-0.22542630856373094,0.10122382598527682,0.10122382598527682
480,AminoSugar,P2O5Cat,-0.137383307287877,-0.137383307287877,0.3218604645837248,0.3218604645837248
481,Carb,P2O5Cat,-0.06635635210718464,-0.06635635210718464,0.6335515916415644,0.6335515916415644
482,ConcHC,P2O5Cat,-0.16379847013873763,-0.16379847013873763,0.23660421967159112,0.23660421967159112
483,Lignin,P2O5Cat,-0.03884242994670255,-0.03884242994670255,0.7803531579148804,0.7803531579148804
484,Lipid,P2O5Cat,-0.07323648983212881,-0.07323648983212881,0.5986860204519778,0.5986860204519778
485,Other,P2O5Cat,-0.01030268887654747,-0.01030268887654747,0.9410585977911471,0.9410585977911471
486,Protein,P2O5Cat,-0.14174605658293168,-0.14174605658293168,0.3065832710216299,0.3065832710216299
487,Tannin,P2O5Cat,-0.14685552197642893,-0.14685552197642893,0.2892945410240917,0.2892945410240917
488,UnsatHC,P2O5Cat,-0.05849830550554817,-0.05849830550554817,0.6743578982775933,0.6743578982775933
489,SumAllCompounds,P2O5Cat,-0.11889097307043818,-0.11889097307043818,0.3918502927754606,0.3918502927754606
490,AminoSugar,SCat,0.22664317579419707,0.22664317579419707,0.09934578346077047,0.09934578346077047
491,Carb,SCat,0.13713856229728377,0.13713856229728377,0.3227315431647062,0.3227315431647062
492,ConcHC,SCat,-0.026319330142765968,-0.026319330142765968,0.8501602591131161,0.8501602591131161
493,Lignin,SCat,0.22621255343546484,0.22621255343546484,0.10000727065165853,0.10000727065165853
494,Lipid,SCat,0.2721250842973989,0.2721250842973989,0.046518960919867916,0.046518960919867916
495,Other,SCat,0.014423453493092223,0.014423453493092223,0.9175537828530717,0.9175537828530717
496,Protein,SCat,0.28422874744547255,0.28422874744547255,0.037256026856106184,0.037256026856106184
497,Tannin,SCat,-0.1344819763883989,-0.1344819763883989,0.33228255624182,0.33228255624182
498,UnsatHC,SCat,-0.029045673116119483,-0.029045673116119483,0.8348456999055207,0.8348456999055207
499,SumAllCompounds,SCat,0.15633347560014466,0.15633347560014466,0.25894475409021367,0.25894475409021367
500,AminoSugar,SiO2Cat,-0.1961445715652134,-0.1961445715652134,0.1551754145385293,0.1551754145385293
501,Carb,SiO2Cat,-0.24063425918087994,-0.24063425918087994,0.07964082556909596,0.07964082556909596
502,ConcHC,SiO2Cat,0.21246416622153763,0.21246416622153763,0.12297079629031149,0.12297079629031149
503,Lignin,SiO2Cat,-0.06636380919691831,-0.06636380919691831,0.6335133527268065,0.6335133527268065
504,Lipid,SiO2Cat,-0.2630413876354464,-0.2630413876354464,0.054641705520099726,0.054641705520099726
505,Other,SiO2Cat,-0.14198604133380655,-0.14198604133380655,0.3057566743024327,0.3057566743024327
506,Protein,SiO2Cat,-0.2771252491081548,-0.2771252491081548,0.04248683701121647,0.04248683701121647
507,Tannin,SiO2Cat,0.3482405756421114,0.3482405756421114,0.009866214321480306,0.009866214321480306
508,UnsatHC,SiO2Cat,0.014056576776381677,0.014056576776381677,0.9196439069878338,0.9196439069878338
509,SumAllCompounds,SiO2Cat,-0.006448485104096024,-0.006448485104096024,0.9630885476302266,0.9630885476302266
510,AminoSugar,NCat,0.11560681753074019,0.11560681753074019,0.4051542071665156,0.4051542071665156
511,Carb,NCat,-0.002795369819868738,-0.002795369819868738,0.9839946601481582,0.9839946601481582
512,ConcHC,NCat,0.11946738021958771,0.11946738021958771,0.389542148086789,0.389542148086789
513,Lignin,NCat,0.10663554764800702,0.10663554764800702,0.4428053308355764,0.4428053308355764
514,Lipid,NCat,-0.026123763112581147,-0.026123763112581147,0.8512609915288418,0.8512609915288418
515,Other,NCat,-0.11305978708834517,-0.11305978708834517,0.41565015091133545,0.41565015091133545
516,Protein,NCat,0.057355960867834066,0.057355960867834066,0.6803718002967665,0.6803718002967665
517,Tannin,NCat,0.0950190984819577,0.0950190984819577,0.49431897985265216,0.49431897985265216
518,UnsatHC,NCat,-0.01619460439707045,-0.01619460439707045,0.9074714329090176,0.9074714329090176
519,SumAllCompounds,NCat,0.10651787589358137,0.10651787589358137,0.4433117335230996,0.4433117335230996
520,AminoSugar,HydrlCondCat,0.17307589665416612,0.17307589665416612,0.21073255522969206,0.21073255522969206
521,Carb,HydrlCondCat,0.11059629302339952,0.11059629302339952,0.42594856303584716,0.42594856303584716
522,ConcHC,HydrlCondCat,0.23814506299698568,0.23814506299698568,0.082900519135459,0.082900519135459
523,Lignin,HydrlCondCat,0.22682972210787325,0.22682972210787325,0.09906028034477612,0.09906028034477612
524,Lipid,HydrlCondCat,0.04572952894265639,0.04572952894265639,0.7426463761274982,0.7426463761274982
525,Other,HydrlCondCat,0.004116669644701006,0.004116669644701006,0.9764311390180866,0.9764311390180866
526,Protein,HydrlCondCat,0.12226234195074052,0.12226234195074052,0.3784644368468769,0.3784644368468769
527,Tannin,HydrlCondCat,0.25644904421705617,0.25644904421705617,0.06122732281033414,0.06122732281033414
528,UnsatHC,HydrlCondCat,0.22792678238814051,0.22792678238814051,0.09739410745574302,0.09739410745574302
529,SumAllCompounds,HydrlCondCat,0.24316858741780437,0.24316858741780437,0.07642680120970477,0.07642680120970477
530,AminoSugar,CompStrgthCat,-0.18637274375707527,-0.18637274375707527,0.17721971410288362,0.17721971410288362
531,Carb,CompStrgthCat,-0.10823068852962235,-0.10823068852962235,0.4359723717333769,0.4359723717333769
532,ConcHC,CompStrgthCat,-0.1197398344230387,-0.1197398344230387,0.3884539424105006,0.3884539424105006
533,Lignin,CompStrgthCat,-0.25075585868640926,-0.25075585868640926,0.06741506520381767,0.06741506520381767
534,Lipid,CompStrgthCat,-0.13631492813360507,-0.13631492813360507,0.32567391340052754,0.32567391340052754
535,Other,CompStrgthCat,-0.029960483342060546,-0.029960483342060546,0.8297202795965289,0.8297202795965289
536,Protein,CompStrgthCat,-0.18041660486509467,-0.18041660486509467,0.19172033020890739,0.19172033020890739
537,Tannin,CompStrgthCat,-0.08239280835135009,-0.08239280835135009,0.5536481001416451,0.5536481001416451
538,UnsatHC,CompStrgthCat,0.046930589971985785,0.046930589971985785,0.7361287759822905,0.7361287759822905
539,SumAllCompounds,CompStrgthCat,-0.2097574875946587,-0.2097574875946587,0.12792867907981537,0.12792867907981537
540,AminoSugar,PctImp2006Cat,0.3002906528792899,0.3002906528792899,0.027367493109444196,0.027367493109444196
541,Carb,PctImp2006Cat,0.19034692983960438,0.19034692983960438,0.16799610640004295,0.16799610640004295
542,ConcHC,PctImp2006Cat,0.11258197978092997,0.11258197978092997,0.41763634210507616,0.41763634210507616
543,Lignin,PctImp2006Cat,0.26345887255455824,0.26345887255455824,0.05424476025800028,0.05424476025800028
544,Lipid,PctImp2006Cat,0.33025259347527613,0.33025259347527613,0.014731031858691762,0.014731031858691762
545,Other,PctImp2006Cat,-0.06973235603224769,-0.06973235603224769,0.6163383719899742,0.6163383719899742
546,Protein,PctImp2006Cat,0.3652282223616938,0.3652282223616938,0.006616032381211619,0.006616032381211619
547,Tannin,PctImp2006Cat,0.04906392462952525,0.04906392462952525,0.7245977522018241,0.7245977522018241
548,UnsatHC,PctImp2006Cat,-0.0662623558704812,-0.0662623558704812,0.6340336726699076,0.6340336726699076
549,SumAllCompounds,PctImp2006Cat,0.2591044724343791,0.2591044724343791,0.0585017495382163,0.0585017495382163
550,AminoSugar,AgKffactCat,0.1986730541485937,0.1986730541485937,0.14981571440967772,0.14981571440967772
551,Carb,AgKffactCat,0.20555222048547594,0.20555222048547594,0.13592882237445036,0.13592882237445036
552,ConcHC,AgKffactCat,-0.21453647163874703,-0.21453647163874703,0.11927443789750551,0.11927443789750551
553,Lignin,AgKffactCat,0.14381378091075764,0.14381378091075764,0.29950837675810305,0.29950837675810305
554,Lipid,AgKffactCat,0.20280066448490736,0.20280066448490736,0.14136273910654423,0.14136273910654423
555,Other,AgKffactCat,0.015758766246885048,0.015758766246885048,0.9099511791268151,0.9099511791268151
556,Protein,AgKffactCat,0.2991229995489404,0.2991229995489404,0.028003270702926145,0.028003270702926145
557,Tannin,AgKffactCat,-0.340351658471584,-0.340351658471584,0.011795014077744494,0.011795014077744494
558,UnsatHC,AgKffactCat,-0.30416441122976645,-0.30416441122976645,0.025344189076252778,0.025344189076252778
559,SumAllCompounds,AgKffactCat,0.03985257086242976,0.03985257086242976,0.774788834807964,0.774788834807964
560,AminoSugar,KffactCat,0.13165309926509963,0.13165309926509963,0.3426457487011078,0.3426457487011078
561,Carb,KffactCat,0.126057787372414,0.126057787372414,0.3637265306441966,0.3637265306441966
562,ConcHC,KffactCat,-0.1923051219350164,-0.1923051219350164,0.16358228696367377,0.16358228696367377
563,Lignin,KffactCat,0.046440781328621464,0.046440781328621464,0.738784543976065,0.738784543976065
564,Lipid,KffactCat,0.12302200226635097,0.12302200226635097,0.37548642857698483,0.37548642857698483
565,Other,KffactCat,-0.0034458881057860997,-0.0034458881057860997,0.9802706804821324,0.9802706804821324
566,Protein,KffactCat,0.13699960763380478,0.13699960763380478,0.3232267641444194,0.3232267641444194
567,Tannin,KffactCat,-0.23646503995996465,-0.23646503995996465,0.08515925573632076,0.08515925573632076
568,UnsatHC,KffactCat,-0.19422501592365543,-0.19422501592365543,0.15933776405999847,0.15933776405999847
569,SumAllCompounds,KffactCat,-0.019781975103941397,-0.019781975103941397,0.8870960902791039,0.8870960902791039
570,AminoSugar,PctAlkIntruVolCat,-0.13947173245370847,-0.13947173245370847,0.31448817001770635,0.31448817001770635
