,Compound_Name,HYDROSHEDS_Features,Pearsons_Correlation,Spearsman_Correlation,Pearsons_Correlation_pvalue,Spearsman_Correlation_pvalue
512,ConcHC,tmp_dc_s10,0.29676813943581226,0.29676813943581226,0.02932310947047661,0.02932310947047661
513,Lignin,tmp_dc_s10,0.31135707628363113,0.31135707628363113,0.021919945342963196,0.021919945342963196
514,Lipid,tmp_dc_s10,0.3106979672501439,0.3106979672501439,0.022216534342152178,0.022216534342152178
515,Other,tmp_dc_s10,0.039247291625963354,0.039247291625963354,0.7781216637705356,0.7781216637705356
516,Protein,tmp_dc_s10,0.3266958638976388,0.3266958638976388,0.015904204315438597,0.015904204315438597
517,Tannin,tmp_dc_s10,0.21506552576263735,0.21506552576263735,0.1183444520631455,0.1183444520631455
518,UnsatHC,tmp_dc_s10,0.11724389568155007,0.11724389568155007,0.3984900400427497,0.3984900400427497
519,SumAllCompounds,tmp_dc_s10,0.35229943096758654,0.35229943096758654,0.008984773895975493,0.008984773895975493
520,AminoSugar,tmp_dc_s11,0.3312628159878882,0.3312628159878882,0.014411631602874656,0.014411631602874656
521,Carb,tmp_dc_s11,0.31751090161265466,0.31751090161265466,0.01930860951742635,0.01930860951742635
522,ConcHC,tmp_dc_s11,0.312924984374745,0.312924984374745,0.021227823055283923,0.021227823055283923
523,Lignin,tmp_dc_s11,0.26151575503030944,0.26151575503030944,0.05611232337016703,0.05611232337016703
524,Lipid,tmp_dc_s11,0.3322552723018643,0.3322552723018643,0.014103640010729734,0.014103640010729734
525,Other,tmp_dc_s11,0.09116380090378483,0.09116380090378483,0.5120773776743837,0.5120773776743837
526,Protein,tmp_dc_s11,0.31261299670805154,0.31261299670805154,0.021364051617553337,0.021364051617553337
527,Tannin,tmp_dc_s11,0.2505106276354616,0.2505106276354616,0.0676924223035567,0.0676924223035567
528,UnsatHC,tmp_dc_s11,0.1399722007180962,0.1399722007180962,0.31273762109904696,0.31273762109904696
529,SumAllCompounds,tmp_dc_s11,0.3364656390109786,0.3364656390109786,0.012858919617838865,0.012858919617838865
530,AminoSugar,tmp_dc_s12,0.26966130844456204,0.26966130844456204,0.04861778890148388,0.04861778890148388
531,Carb,tmp_dc_s12,0.25695044116556937,0.25695044116556937,0.060705009121739165,0.060705009121739165
532,ConcHC,tmp_dc_s12,0.2830531739018926,0.2830531739018926,0.03808295137323847,0.03808295137323847
533,Lignin,tmp_dc_s12,0.1687265430446813,0.1687265430446813,0.2226025306751029,0.2226025306751029
534,Lipid,tmp_dc_s12,0.3021883413347068,0.3021883413347068,0.02636002327195689,0.02636002327195689
535,Other,tmp_dc_s12,0.13620266220992058,0.13620266220992058,0.3260762821665242,0.3260762821665242
536,Protein,tmp_dc_s12,0.24350056034275736,0.24350056034275736,0.07601351177000176,0.07601351177000176
537,Tannin,tmp_dc_s12,0.26136643087404865,0.26136643087404865,0.056257965458793045,0.056257965458793045
538,UnsatHC,tmp_dc_s12,0.1980685607339864,0.1980685607339864,0.15108443049643452,0.15108443049643452
539,SumAllCompounds,tmp_dc_s12,0.27070013390368464,0.27070013390368464,0.04772361781068591,0.04772361781068591
540,AminoSugar,pre_mm_syr,0.25641712460598576,0.25641712460598576,0.06126069594821947,0.06126069594821947
541,Carb,pre_mm_syr,0.24138373796062612,0.24138373796062612,0.07867942750216583,0.07867942750216583
542,ConcHC,pre_mm_syr,0.07470169186296316,0.07470169186296316,0.5913715714882535,0.5913715714882535
543,Lignin,pre_mm_syr,-0.0164608219882081,-0.0164608219882081,0.9059571894792576,0.9059571894792576
544,Lipid,pre_mm_syr,0.3497926172770627,0.3497926172770627,0.009520711539211064,0.009520711539211064
545,Other,pre_mm_syr,0.2781798558148529,0.2781798558148529,0.041674155360975025,0.041674155360975025
546,Protein,pre_mm_syr,0.22904823395970145,0.22904823395970145,0.0957134504882903,0.0957134504882903
547,Tannin,pre_mm_syr,0.0935845512834501,0.0935845512834501,0.50088924783543,0.50088924783543
548,UnsatHC,pre_mm_syr,-0.1112963417777279,-0.1112963417777279,0.4230074718681683,0.4230074718681683
549,SumAllCompounds,pre_mm_syr,0.10797384022135936,0.10797384022135936,0.43706860551950977,0.43706860551950977
550,AminoSugar,pre_mm_uyr,0.25969253493478056,0.25969253493478056,0.05791158627271644,0.05791158627271644
551,Carb,pre_mm_uyr,0.2568858341481559,0.2568858341481559,0.06077210949917251,0.06077210949917251
552,ConcHC,pre_mm_uyr,0.07059806615763732,0.07059806615763732,0.6119566847195753,0.6119566847195753
553,Lignin,pre_mm_uyr,-0.038034761393301815,-0.038034761393301815,0.7848100553384181,0.7848100553384181
554,Lipid,pre_mm_uyr,0.326960706985635,0.326960706985635,0.015814180502159464,0.015814180502159464
555,Other,pre_mm_uyr,0.18666802739397828,0.18666802739397828,0.17652205975227944,0.17652205975227944
556,Protein,pre_mm_uyr,0.21924634332272733,0.21924634332272733,0.11118837402780754,0.11118837402780754
557,Tannin,pre_mm_uyr,0.07611196812884839,0.07611196812884839,0.5843692253372854,0.5843692253372854
558,UnsatHC,pre_mm_uyr,-0.16737221369467947,-0.16737221369467947,0.2263917321924645,0.2263917321924645
559,SumAllCompounds,pre_mm_uyr,0.09054565979923486,0.09054565979923486,0.5149544209084436,0.5149544209084436
560,AminoSugar,pre_mm_s01,0.053533732139050785,0.053533732139050785,0.7006360683883402,0.7006360683883402
561,Carb,pre_mm_s01,0.031290543390671416,0.031290543390671416,0.8222809210854605,0.8222809210854605
562,ConcHC,pre_mm_s01,0.01802312810427531,0.01802312810427531,0.8970776663108507,0.8970776663108507
563,Lignin,pre_mm_s01,-0.1983553146933103,-0.1983553146933103,0.15048160154190415,0.15048160154190415
564,Lipid,pre_mm_s01,0.21169263328772073,0.21169263328772073,0.12436894074668473,0.12436894074668473
565,Other,pre_mm_s01,0.33777804136458284,0.33777804136458284,0.012490750554700569,0.012490750554700569
566,Protein,pre_mm_s01,0.02492763253396913,0.02492763253396913,0.857999359198462,0.857999359198462
567,Tannin,pre_mm_s01,0.10734669412445995,0.10734669412445995,0.439751741520428,0.439751741520428
568,UnsatHC,pre_mm_s01,-0.007468100891832681,-0.007468100891832681,0.9572572686704536,0.9572572686704536
569,SumAllCompounds,pre_mm_s01,-0.04718372641061062,-0.04718372641061062,0.7347574535529472,0.7347574535529472
570,AminoSugar,pre_mm_s02,0.10414716966003376,0.10414716966003376,0.45358229649137816,0.45358229649137816
571,Carb,pre_mm_s02,0.07731180279430776,0.07731180279430776,0.5784414303347198,0.5784414303347198
572,ConcHC,pre_mm_s02,0.06353066777921328,0.06353066777921328,0.6481089399538231,0.6481089399538231
573,Lignin,pre_mm_s02,-0.1461157606906712,-0.1461157606906712,0.29175735621686427,0.29175735621686427
574,Lipid,pre_mm_s02,0.2642385525931253,0.2642385525931253,0.05350969480262002,0.05350969480262002
575,Other,pre_mm_s02,0.3433265978068637,0.3433265978068637,0.011032595758008926,0.011032595758008926
576,Protein,pre_mm_s02,0.08198489465943276,0.08198489465943276,0.55561975864425,0.55561975864425
577,Tannin,pre_mm_s02,0.1348343936650901,0.1348343936650901,0.3310054424416325,0.3310054424416325
578,UnsatHC,pre_mm_s02,0.024063693192656756,0.024063693192656756,0.8628726207701147,0.8628726207701147
579,SumAllCompounds,pre_mm_s02,0.009071419064522622,0.009071419064522622,0.9480923470402104,0.9480923470402104
580,AminoSugar,pre_mm_s03,0.21169854431033877,0.21169854431033877,0.12435818343828006,0.12435818343828006
581,Carb,pre_mm_s03,0.19917861332466585,0.19917861332466585,0.14876071490122184,0.14876071490122184
582,ConcHC,pre_mm_s03,0.09654512237076533,0.09654512237076533,0.48737918576238826,0.48737918576238826
583,Lignin,pre_mm_s03,-0.05430110490020784,-0.05430110490020784,0.6965505181749809,0.6965505181749809
584,Lipid,pre_mm_s03,0.3601047449373547,0.3601047449373547,0.00748000197286955,0.00748000197286955
585,Other,pre_mm_s03,0.3514532810136276,0.3514532810136276,0.009162674104145525,0.009162674104145525
586,Protein,pre_mm_s03,0.1942661941981,0.1942661941981,0.15924762138923232,0.15924762138923232
587,Tannin,pre_mm_s03,0.13857085191514518,0.13857085191514518,0.3176550194990551,0.3176550194990551
588,UnsatHC,pre_mm_s03,0.03043258734499761,0.03043258734499761,0.8270779511236179,0.8270779511236179
589,SumAllCompounds,pre_mm_s03,0.0949813616682685,0.0949813616682685,0.4944912405159864,0.4944912405159864
590,AminoSugar,pre_mm_s04,0.32308090717318994,0.32308090717318994,0.017177386274323532,0.017177386274323532
591,Carb,pre_mm_s04,0.29531455182324984,0.29531455182324984,0.030163445352388074,0.030163445352388074
592,ConcHC,pre_mm_s04,0.05518199960068126,0.05518199960068126,0.6918710890118522,0.6918710890118522
593,Lignin,pre_mm_s04,0.037117241659915874,0.037117241659915874,0.7898814529412413,0.7898814529412413
594,Lipid,pre_mm_s04,0.39586467889901245,0.39586467889901245,0.0030464507425446,0.0030464507425446
595,Other,pre_mm_s04,0.22705295832078365,0.22705295832078365,0.09871946051112465,0.09871946051112465
596,Protein,pre_mm_s04,0.3195979406105917,0.3195979406105917,0.018485164131786552,0.018485164131786552
597,Tannin,pre_mm_s04,0.035276102464937044,0.035276102464937044,0.8000838687783559,0.8000838687783559
598,UnsatHC,pre_mm_s04,-0.12896964010070755,-0.12896964010070755,0.352659458040938,0.352659458040938
599,SumAllCompounds,pre_mm_s04,0.1419580197314343,0.1419580197314343,0.3058531170727866,0.3058531170727866
600,AminoSugar,pre_mm_s05,0.3726974202652134,0.3726974202652134,0.005512776379798502,0.005512776379798502
601,Carb,pre_mm_s05,0.3493492842878706,0.3493492842878706,0.009618317508932562,0.009618317508932562
602,ConcHC,pre_mm_s05,0.02674866267771709,0.02674866267771709,0.8477447944021397,0.8477447944021397
603,Lignin,pre_mm_s05,0.14024602784238696,0.14024602784238696,0.3117824647821634,0.3117824647821634
604,Lipid,pre_mm_s05,0.33617290769326397,0.33617290769326397,0.012942299157662509,0.012942299157662509
605,Other,pre_mm_s05,0.05618707493181691,0.05618707493181691,0.6865459214191382,0.6865459214191382
606,Protein,pre_mm_s05,0.3556835907174634,0.3556835907174634,0.008302861573515325,0.008302861573515325
607,Tannin,pre_mm_s05,-0.03952164168118113,-0.03952164168118113,0.7766105242142844,0.7766105242142844
608,UnsatHC,pre_mm_s05,-0.20878526821045945,-0.20878526821045945,0.12974586800311286,0.12974586800311286
609,SumAllCompounds,pre_mm_s05,0.1771428625094743,0.1771428625094743,0.20004203373997476,0.20004203373997476
610,AminoSugar,pre_mm_s06,0.30962270415440346,0.30962270415440346,0.022707655484322867,0.022707655484322867
611,Carb,pre_mm_s06,0.2980354686163475,0.2980354686163475,0.02860649203824095,0.02860649203824095
612,ConcHC,pre_mm_s06,0.08206119417239918,0.08206119417239918,0.5552507106048121,0.5552507106048121
613,Lignin,pre_mm_s06,0.2147244463330078,0.2147244463330078,0.11894337624394291,0.11894337624394291
614,Lipid,pre_mm_s06,0.22250862129655724,0.22250862129655724,0.10583859715875993,0.10583859715875993
615,Other,pre_mm_s06,-0.04644963108980034,-0.04644963108980034,0.7387365331559883,0.7387365331559883
616,Protein,pre_mm_s06,0.3061857241796465,0.3061857241796465,0.02433932446175279,0.02433932446175279
617,Tannin,pre_mm_s06,-0.009354945156415034,-0.009354945156415034,0.9464723089516994,0.9464723089516994
618,UnsatHC,pre_mm_s06,-0.14624442273839225,-0.14624442273839225,0.2913280345460694,0.2913280345460694
619,SumAllCompounds,pre_mm_s06,0.2081476478046497,0.2081476478046497,0.1309481730430416,0.1309481730430416
620,AminoSugar,pre_mm_s07,0.33879411784672825,0.33879411784672825,0.01221196736443925,0.01221196736443925
621,Carb,pre_mm_s07,0.3612748801440706,0.3612748801440706,0.007274475528305471,0.007274475528305471
622,ConcHC,pre_mm_s07,0.22200886285563542,0.22200886285563542,0.10664503641534562,0.10664503641534562
623,Lignin,pre_mm_s07,0.32396961308608846,0.32396961308608846,0.016856603435153036,0.016856603435153036
624,Lipid,pre_mm_s07,0.22111902135888017,0.22111902135888017,0.1080926292099543,0.1080926292099543
625,Other,pre_mm_s07,-0.11055795266138754,-0.11055795266138754,0.4261099749508279,0.4261099749508279
626,Protein,pre_mm_s07,0.32481287789550656,0.32481287789550656,0.016556956065263206,0.016556956065263206
627,Tannin,pre_mm_s07,0.1323769026001796,0.1323769026001796,0.3399752986837225,0.3399752986837225
628,UnsatHC,pre_mm_s07,0.015843954348482996,0.015843954348482996,0.9094664249003251,0.9094664249003251
629,SumAllCompounds,pre_mm_s07,0.32223318449715765,0.32223318449715765,0.017488205385276172,0.017488205385276172
630,AminoSugar,pre_mm_s08,0.24564046989831692,0.24564046989831692,0.07339174312179933,0.07339174312179933
631,Carb,pre_mm_s08,0.2611095435619091,0.2611095435619091,0.05650923317364537,0.05650923317364537
632,ConcHC,pre_mm_s08,0.1739760061463301,0.1739760061463301,0.20833263060802415,0.20833263060802415
633,Lignin,pre_mm_s08,0.30215929289438725,0.30215929289438725,0.026375207132574303,0.026375207132574303
634,Lipid,pre_mm_s08,0.13542834093507247,0.13542834093507247,0.3288600411396543,0.3288600411396543
635,Other,pre_mm_s08,-0.11641588989863683,-0.11641588989863683,0.4018526139057081,0.4018526139057081
636,Protein,pre_mm_s08,0.2326603293430987,0.2326603293430987,0.09045308368549423,0.09045308368549423
637,Tannin,pre_mm_s08,0.10202325110711015,0.10202325110711015,0.4628932883516048,0.4628932883516048
638,UnsatHC,pre_mm_s08,-0.019190148162929275,-0.019190148162929275,0.8904528861529949,0.8904528861529949
639,SumAllCompounds,pre_mm_s08,0.26633673975415184,0.26633673975415184,0.05157160154369375,0.05157160154369375
640,AminoSugar,pre_mm_s09,0.2777813922208643,0.2777813922208643,0.041979697467817045,0.041979697467817045
641,Carb,pre_mm_s09,0.285760586620395,0.285760586620395,0.03620081482979449,0.03620081482979449
642,ConcHC,pre_mm_s09,0.09486754218280166,0.09486754218280166,0.49501099133489485,0.49501099133489485
643,Lignin,pre_mm_s09,0.2228675008289136,0.2228675008289136,0.10526239082681299,0.10526239082681299
644,Lipid,pre_mm_s09,0.21708156795662759,0.21708156795662759,0.11485113694509932,0.11485113694509932
645,Other,pre_mm_s09,-0.007800374004644216,-0.007800374004644216,0.9553574322653811,0.9553574322653811
646,Protein,pre_mm_s09,0.2812394150362944,0.2812394150362944,0.03938846632427873,0.03938846632427873
647,Tannin,pre_mm_s09,-0.006165351598628121,-0.006165351598628121,0.9647081679508305,0.9647081679508305
648,UnsatHC,pre_mm_s09,-0.12694112095064503,-0.12694112095064503,0.360347184736735,0.360347184736735
649,SumAllCompounds,pre_mm_s09,0.20805996992521816,0.20805996992521816,0.13111415338121632,0.13111415338121632
650,AminoSugar,pre_mm_s10,0.18656197305039762,0.18656197305039762,0.17677240087845655,0.17677240087845655
651,Carb,pre_mm_s10,0.1787690429070759,0.1787690429070759,0.1958769135587355,0.1958769135587355
652,ConcHC,pre_mm_s10,-0.014922757613634693,-0.014922757613634693,0.9147101010918732,0.9147101010918732
653,Lignin,pre_mm_s10,-0.05972585337442132,-0.05972585337442132,0.6679178879657712,0.6679178879657712
654,Lipid,pre_mm_s10,0.29000902612393176,0.29000902612393176,0.033402963955851545,0.033402963955851545
655,Other,pre_mm_s10,0.26239942326717325,0.26239942326717325,0.05525667162469789,0.05525667162469789
656,Protein,pre_mm_s10,0.16841880221583846,0.16841880221583846,0.22345964663653423,0.22345964663653423
657,Tannin,pre_mm_s10,-0.024666915461163418,-0.024666915461163418,0.8594694529170958,0.8594694529170958
658,UnsatHC,pre_mm_s10,-0.25842334272408446,-0.25842334272408446,0.05919136315469685,0.05919136315469685
659,SumAllCompounds,pre_mm_s10,0.025337654677308134,0.025337654677308134,0.8556883543613512,0.8556883543613512
660,AminoSugar,pre_mm_s11,0.030988929244909282,0.030988929244909282,0.8239665897986398,0.8239665897986398
661,Carb,pre_mm_s11,0.01421380429204462,0.01421380429204462,0.918748103228082,0.918748103228082
662,ConcHC,pre_mm_s11,-0.07596896921006145,-0.07596896921006145,0.5850775388377321,0.5850775388377321
663,Lignin,pre_mm_s11,-0.24408376181511246,-0.24408376181511246,0.0752917432378809,0.0752917432378809
664,Lipid,pre_mm_s11,0.1996226978384223,0.1996226978384223,0.1478385522677012,0.1478385522677012
665,Other,pre_mm_s11,0.35022444050754936,0.35022444050754936,0.009426465032194355,0.009426465032194355
666,Protein,pre_mm_s11,0.0035993061938502627,0.0035993061938502627,0.9793924758447303,0.9793924758447303
667,Tannin,pre_mm_s11,0.015194632226373088,0.015194632226373088,0.9131621395881695,0.9131621395881695
668,UnsatHC,pre_mm_s11,-0.18108544326461898,-0.18108544326461898,0.1900510420258441,0.1900510420258441
669,SumAllCompounds,pre_mm_s11,-0.1126144147403981,-0.1126144147403981,0.41750134211675466,0.41750134211675466
670,AminoSugar,pre_mm_s12,0.05381371114062101,0.05381371114062101,0.6991444575368297,0.6991444575368297
671,Carb,pre_mm_s12,0.04149808212938226,0.04149808212938226,0.7657487121985032,0.7657487121985032
672,ConcHC,pre_mm_s12,-0.02187246307228994,-0.02187246307228994,0.8752551264663168,0.8752551264663168
673,Lignin,pre_mm_s12,-0.21174422131247886,-0.21174422131247886,0.12427508086930071,0.12427508086930071
674,Lipid,pre_mm_s12,0.21331164611112546,0.21331164611112546,0.12144879348133793,0.12144879348133793
675,Other,pre_mm_s12,0.3508481183780771,0.3508481183780771,0.009291771940844573,0.009291771940844573
676,Protein,pre_mm_s12,0.01707538279251354,0.01707538279251354,0.9024628488084084,0.9024628488084084
677,Tannin,pre_mm_s12,0.07807706622353641,0.07807706622353641,0.574675032218727,0.574675032218727
678,UnsatHC,pre_mm_s12,-0.08758810873239134,-0.08758810873239134,0.5288317957612796,0.5288317957612796
679,SumAllCompounds,pre_mm_s12,-0.06837183685670618,-0.06837183685670618,0.6232513229120595,0.6232513229120595
680,AminoSugar,pet_mm_syr,0.2737711047573549,0.2737711047573549,0.04515845783789822,0.04515845783789822
681,Carb,pet_mm_syr,0.297563872512339,0.297563872512339,0.028871428747912056,0.028871428747912056
682,ConcHC,pet_mm_syr,0.29117033746362103,0.29117033746362103,0.03267022483390433,0.03267022483390433
683,Lignin,pet_mm_syr,0.2791134520862516,0.2791134520862516,0.04096542580572743,0.04096542580572743
684,Lipid,pet_mm_syr,0.21288147304816157,0.21288147304816157,0.12221955091668663,0.12221955091668663
685,Other,pet_mm_syr,-0.08184641928787115,-0.08184641928787115,0.5562898377930624,0.5562898377930624
686,Protein,pet_mm_syr,0.24328880251037702,0.24328880251037702,0.07627693456768517,0.07627693456768517
687,Tannin,pet_mm_syr,0.20841920141982284,0.20841920141982284,0.13043510677818684,0.13043510677818684
688,UnsatHC,pet_mm_syr,0.20131158319630096,0.20131158319630096,0.1443702124036476,0.1443702124036476
689,SumAllCompounds,pet_mm_syr,0.3096240525322027,0.3096240525322027,0.022707033931720785,0.022707033931720785
690,AminoSugar,pet_mm_uyr,0.2825712987256129,0.2825712987256129,0.03842626284362133,0.03842626284362133
691,Carb,pet_mm_uyr,0.321645054198514,0.321645054198514,0.017706645627084808,0.017706645627084808
692,ConcHC,pet_mm_uyr,0.26960048566395795,0.26960048566395795,0.04867056254442015,0.04867056254442015
693,Lignin,pet_mm_uyr,0.2928182616668006,0.2928182616668006,0.0316534278053824,0.0316534278053824
694,Lipid,pet_mm_uyr,0.23032515704166165,0.23032515704166165,0.09382733587933281,0.09382733587933281
695,Other,pet_mm_uyr,-0.01922080790322712,-0.01922080790322712,0.8902789391711184,0.8902789391711184
696,Protein,pet_mm_uyr,0.2620263684235006,0.2620263684235006,0.05561660221329,0.05561660221329
697,Tannin,pet_mm_uyr,0.18968374627563747,0.18968374627563747,0.16951044099407672,0.16951044099407672
698,UnsatHC,pet_mm_uyr,0.20588353670212775,0.20588353670212775,0.13528523292934885,0.13528523292934885
699,SumAllCompounds,pet_mm_uyr,0.31441391983707506,0.31441391983707506,0.020587756745830667,0.020587756745830667
700,AminoSugar,pet_mm_s01,0.17502320958203393,0.17502320958203393,0.2055648001391254,0.2055648001391254
701,Carb,pet_mm_s01,0.18846998675961302,0.18846998675961302,0.1723076706875708,0.1723076706875708
702,ConcHC,pet_mm_s01,0.32995166990474906,0.32995166990474906,0.014827337159982414,0.014827337159982414
703,Lignin,pet_mm_s01,0.21035533118269098,0.21035533118269098,0.12682082057478547,0.12682082057478547
704,Lipid,pet_mm_s01,0.17706417102621932,0.17706417102621932,0.20024516568667078,0.20024516568667078
705,Other,pet_mm_s01,0.019202720322231304,0.019202720322231304,0.8903815578200349,0.8903815578200349
706,Protein,pet_mm_s01,0.15629372676286532,0.15629372676286532,0.25906738371102933,0.25906738371102933
707,Tannin,pet_mm_s01,0.2834558202546268,0.2834558202546268,0.03779803167476027,0.03779803167476027
708,UnsatHC,pet_mm_s01,0.3552521969688299,0.3552521969688299,0.008387209356957203,0.008387209356957203
709,SumAllCompounds,pet_mm_s01,0.27412930660905965,0.27412930660905965,0.044866746306472624,0.044866746306472624
710,AminoSugar,pet_mm_s02,0.199488729851134,0.199488729851134,0.14811629536326187,0.14811629536326187
711,Carb,pet_mm_s02,0.21765268484823277,0.21765268484823277,0.11387598848541738,0.11387598848541738
712,ConcHC,pet_mm_s02,0.3225596417544265,0.3225596417544265,0.01736794718566295,0.01736794718566295
713,Lignin,pet_mm_s02,0.21405286213595806,0.21405286213595806,0.12012939384947824,0.12012939384947824
714,Lipid,pet_mm_s02,0.19341530165915166,0.19341530165915166,0.16111791691682742,0.16111791691682742
715,Other,pet_mm_s02,0.010326020768206212,0.010326020768206212,0.9409253534644875,0.9409253534644875
716,Protein,pet_mm_s02,0.17480066492478422,0.17480066492478422,0.20615081901898646,0.20615081901898646
717,Tannin,pet_mm_s02,0.2783241754493163,0.2783241754493163,0.04156394281429221,0.04156394281429221
718,UnsatHC,pet_mm_s02,0.3297320782180203,0.3297320782180203,0.014897953033628696,0.014897953033628696
719,SumAllCompounds,pet_mm_s02,0.2799174927506743,0.2799174927506743,0.04036302036541953,0.04036302036541953
720,AminoSugar,pet_mm_s03,0.29100633354251443,0.29100633354251443,0.03277288695323828,0.03277288695323828
721,Carb,pet_mm_s03,0.3058285299858033,0.3058285299858033,0.024514419055564993,0.024514419055564993
722,ConcHC,pet_mm_s03,0.3254407562691924,0.3254407562691924,0.016336804563948988,0.016336804563948988
723,Lignin,pet_mm_s03,0.25507953816352663,0.25507953816352663,0.06267238979338605,0.06267238979338605
724,Lipid,pet_mm_s03,0.2580100650760557,0.2580100650760557,0.05961297094340935,0.05961297094340935
725,Other,pet_mm_s03,-0.019226775186330654,-0.019226775186330654,0.8902450845915192,0.8902450845915192
726,Protein,pet_mm_s03,0.26243535382407757,0.26243535382407757,0.05522210485486437,0.05522210485486437
727,Tannin,pet_mm_s03,0.2547022625558589,0.2547022625558589,0.06307525419200585,0.06307525419200585
728,UnsatHC,pet_mm_s03,0.25787481678360974,0.25787481678360974,0.05975146936417443,0.05975146936417443
729,SumAllCompounds,pet_mm_s03,0.3218992190207856,0.3218992190207856,0.017611961941622893,0.017611961941622893
730,AminoSugar,pet_mm_s04,0.35126024488778945,0.35126024488778945,0.00920368417947423,0.00920368417947423
731,Carb,pet_mm_s04,0.3719303958991514,0.3719303958991514,0.005618109873514207,0.005618109873514207
732,ConcHC,pet_mm_s04,0.31233336818941143,0.31233336818941143,0.02148677794186718,0.02148677794186718
733,Lignin,pet_mm_s04,0.3176294838352166,0.3176294838352166,0.019261002904773682,0.019261002904773682
734,Lipid,pet_mm_s04,0.2812848383982094,0.2812848383982094,0.03935532680789968,0.03935532680789968
735,Other,pet_mm_s04,-0.06601499223199767,-0.06601499223199767,0.6353030534619273,0.6353030534619273
736,Protein,pet_mm_s04,0.3247742219466267,0.3247742219466267,0.016570592157684333,0.016570592157684333
737,Tannin,pet_mm_s04,0.22119823975840483,0.22119823975840483,0.10796314781981883,0.10796314781981883
738,UnsatHC,pet_mm_s04,0.1741814069256406,0.1741814069256406,0.20778768534713707,0.20778768534713707
739,SumAllCompounds,pet_mm_s04,0.35947994768360114,0.35947994768360114,0.007591799414517842,0.007591799414517842
740,AminoSugar,pet_mm_s05,0.3497178704173552,0.3497178704173552,0.00953710776690548,0.00953710776690548
741,Carb,pet_mm_s05,0.3737811617994394,0.3737811617994394,0.00536689912395868,0.00536689912395868
742,ConcHC,pet_mm_s05,0.27797090926149837,0.27797090926149837,0.041834146997106386,0.041834146997106386
743,Lignin,pet_mm_s05,0.34679878748134035,0.34679878748134035,0.010196835489936199,0.010196835489936199
744,Lipid,pet_mm_s05,0.2475828692589231,0.2475828692589231,0.07107460447455222,0.07107460447455222
745,Other,pet_mm_s05,-0.12612040141837486,-0.12612040141837486,0.3634863580421536,0.3634863580421536
746,Protein,pet_mm_s05,0.31937296011148375,0.31937296011148375,0.018572471225006642,0.018572471225006642
747,Tannin,pet_mm_s05,0.18846946148561478,0.18846946148561478,0.17230888844572728,0.17230888844572728
748,UnsatHC,pet_mm_s05,0.07836001624494213,0.07836001624494213,0.5732852950041368,0.5732852950041368
749,SumAllCompounds,pet_mm_s05,0.3562724097015544,0.3562724097015544,0.008188922805686215,0.008188922805686215
750,AminoSugar,pet_mm_s06,0.22410523106697539,0.22410523106697539,0.10329365419921713,0.10329365419921713
751,Carb,pet_mm_s06,0.27150146587782187,0.27150146587782187,0.04704307604801909,0.04704307604801909
752,ConcHC,pet_mm_s06,0.18970283703365082,0.18970283703365082,0.16946671010996614,0.16946671010996614
753,Lignin,pet_mm_s06,0.2770964103363627,0.2770964103363627,0.04250924166959137,0.04250924166959137
754,Lipid,pet_mm_s06,0.11866333994303067,0.11866333994303067,0.39276403307546526,0.39276403307546526
755,Other,pet_mm_s06,-0.1956363864836509,-0.1956363864836509,0.1562694750887625,0.1562694750887625
756,Protein,pet_mm_s06,0.19158808340995967,0.19158808340995967,0.1651885561124527,0.1651885561124527
757,Tannin,pet_mm_s06,0.10442507000407912,0.10442507000407912,0.4523716540403605,0.4523716540403605
758,UnsatHC,pet_mm_s06,0.02840565242038255,0.02840565242038255,0.8384356198972633,0.8384356198972633
759,SumAllCompounds,pet_mm_s06,0.24887247586154262,0.24887247586154262,0.06956862812372767,0.06956862812372767
760,AminoSugar,pet_mm_s07,0.11658484017909858,0.11658484017909858,0.401165159482014,0.401165159482014
761,Carb,pet_mm_s07,0.12945812015370678,0.12945812015370678,0.35082337067304753,0.35082337067304753
762,ConcHC,pet_mm_s07,0.046557692044350826,0.046557692044350826,0.7381503717182121,0.7381503717182121
763,Lignin,pet_mm_s07,0.12131043495113127,0.12131043495113127,0.38221594978709394,0.38221594978709394
764,Lipid,pet_mm_s07,0.023908587032936354,0.023908587032936354,0.8637480771553666,0.8637480771553666
765,Other,pet_mm_s07,-0.15898634501850767,-0.15898634501850767,0.2508485237370139,0.2508485237370139
766,Protein,pet_mm_s07,0.06851899342178418,0.06851899342178418,0.6225020332849067,0.6225020332849067
767,Tannin,pet_mm_s07,0.010689620964856173,0.010689620964856173,0.9388491064358655,0.9388491064358655
768,UnsatHC,pet_mm_s07,-0.016024695203910273,-0.016024695203910273,0.9084380460217347,0.9084380460217347
769,SumAllCompounds,pet_mm_s07,0.09207578143777732,0.09207578143777732,0.5078476185507579,0.5078476185507579
770,AminoSugar,pet_mm_s08,0.19038534351907957,0.19038534351907957,0.16790869450824525,0.16790869450824525
771,Carb,pet_mm_s08,0.20175539856795188,0.20175539856795188,0.1434689088684872,0.1434689088684872
772,ConcHC,pet_mm_s08,0.10008381548366348,0.10008381548366348,0.47148508832309755,0.47148508832309755
773,Lignin,pet_mm_s08,0.15520820426066267,0.15520820426066267,0.2624314449134252,0.2624314449134252
774,Lipid,pet_mm_s08,0.12048823010884886,0.12048823010884886,0.38547404872206215,0.38547404872206215
